#
#	Name:             GB12345-80 to Unicode table (complete, hex format)
#	Unicode version:  1.1
#	Table version:    0.0d1
#	Table format:     Format A
#	Date:             6 December 1993
#	Author:           Glenn Adams <glenn@metis.com>
#                     John H. Jenkins <John_Jenkins@taligent.com>
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#	This table contains the data Metis and Taligent currently have on how
#       GB12345-90 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB12345 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB12345 order
#
#	The following algorithms can be used to change the hex form
#		of GB12345 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Any comments or problems, contact <John_Jenkins@taligent.com>
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x6351	0x95B6	# <CJK>
0x6352	0x9B29	# <CJK>
0x6353	0x95BF	# <CJK>
0x6354	0x95BD	# <CJK>
0x6355	0x95BC	# <CJK>
0x6356	0x95C3	# <CJK>
0x6357	0x95CB	# <CJK>
0x6358	0x95D4	# <CJK>
0x6359	0x95D0	# <CJK>
0x635A	0x95D5	# <CJK>
0x635B	0x95DE	# <CJK>
0x635C	0x4E2C	# <CJK>
0x635D	0x723F	# <CJK>
0x635E	0x6215	# <CJK>
0x635F	0x6C35	# <CJK>
0x6360	0x6C54	# <CJK>
0x6361	0x6C5C	# <CJK>
0x6362	0x6C4A	# <CJK>
0x6363	0x7043	# <CJK>
0x6364	0x6C85	# <CJK>
0x6365	0x6C90	# <CJK>
0x6366	0x6C94	# <CJK>
0x6367	0x6C8C	# <CJK>
0x6368	0x6C68	# <CJK>
0x6369	0x6C69	# <CJK>
0x636A	0x6C74	# <CJK>
0x636B	0x6C76	# <CJK>
0x636C	0x6C86	# <CJK>
0x636D	0x6F59	# <CJK>
0x636E	0x6CD0	# <CJK>
0x636F	0x6CD4	# <CJK>
0x6370	0x6CAD	# <CJK>
0x6371	0x7027	# <CJK>
0x6372	0x7018	# <CJK>
0x6373	0x6CF1	# <CJK>
0x6374	0x6CD7	# <CJK>
0x6375	0x6CB2	# <CJK>
0x6376	0x6CE0	# <CJK>
0x6377	0x6CD6	# <CJK>
0x6378	0x6FFC	# <CJK>
0x6379	0x6CEB	# <CJK>
0x637A	0x6CEE	# <CJK>
0x637B	0x6CB1	# <CJK>
0x637C	0x6CD3	# <CJK>
0x637D	0x6CEF	# <CJK>
0x637E	0x6D87	# <CJK>
0x6421	0x6D39	# <CJK>
0x6422	0x6D27	# <CJK>
0x6423	0x6D0C	# <CJK>
0x6424	0x6D79	# <CJK>
0x6425	0x6E5E	# <CJK>
0x6426	0x6D07	# <CJK>
0x6427	0x6D04	# <CJK>
0x6428	0x6D19	# <CJK>
0x6429	0x6D0E	# <CJK>
0x642A	0x6D2B	# <CJK>
0x642B	0x6FAE	# <CJK>
0x642C	0x6D2E	# <CJK>
0x642D	0x6D35	# <CJK>
0x642E	0x6D1A	# <CJK>
0x642F	0x700F	# <CJK>
0x6430	0x6EF8	# <CJK>
0x6431	0x6F6F	# <CJK>
0x6432	0x6D33	# <CJK>
0x6433	0x6D91	# <CJK>
0x6434	0x6D6F	# <CJK>
0x6435	0x6DF6	# <CJK>
0x6436	0x6F7F	# <CJK>
0x6437	0x6D5E	# <CJK>
0x6438	0x6D93	# <CJK>
0x6439	0x6D94	# <CJK>
0x643A	0x6D5C	# <CJK>
0x643B	0x6D60	# <CJK>
0x643C	0x6D7C	# <CJK>
0x643D	0x6D63	# <CJK>
0x643E	0x6E1A	# <CJK>
0x643F	0x6DC7	# <CJK>
0x6440	0x6DC5	# <CJK>
0x6441	0x6DDE	# <CJK>
0x6442	0x7006	# <CJK>
0x6443	0x6DBF	# <CJK>
0x6444	0x6DE0	# <CJK>
0x6445	0x6FA0	# <CJK>
0x6446	0x6DE6	# <CJK>
0x6447	0x6DDD	# <CJK>
0x6448	0x6DD9	# <CJK>
0x6449	0x700B	# <CJK>
0x644A	0x6DAB	# <CJK>
0x644B	0x6E0C	# <CJK>
0x644C	0x6DAE	# <CJK>
0x644D	0x6E2B	# <CJK>
0x644E	0x6E6E	# <CJK>
0x644F	0x6E4E	# <CJK>
0x6450	0x6E6B	# <CJK>
0x6451	0x6EB2	# <CJK>
0x6452	0x6E5F	# <CJK>
0x6453	0x6E86	# <CJK>
0x6454	0x6E53	# <CJK>
0x6455	0x6E54	# <CJK>
0x6456	0x6E32	# <CJK>
0x6457	0x6E25	# <CJK>
0x6458	0x6E44	# <CJK>
0x6459	0x7067	# <CJK>
0x645A	0x6EB1	# <CJK>
0x645B	0x6E98	# <CJK>
0x645C	0x7044	# <CJK>
0x645D	0x6F2D	# <CJK>
0x645E	0x7005	# <CJK>
0x645F	0x6EA5	# <CJK>
0x6460	0x6EA7	# <CJK>
0x6461	0x6EBD	# <CJK>
0x6462	0x6EBB	# <CJK>
0x6463	0x6EB7	# <CJK>
0x6464	0x6F77	# <CJK>
0x6465	0x6EB4	# <CJK>
0x6466	0x6ECF	# <CJK>
0x6467	0x6E8F	# <CJK>
0x6468	0x6EC2	# <CJK>
0x6469	0x6E9F	# <CJK>
0x646A	0x6F62	# <CJK>
0x646B	0x7020	# <CJK>
0x646C	0x701F	# <CJK>
0x646D	0x6F24	# <CJK>
0x646E	0x6F15	# <CJK>
0x646F	0x6EF9	# <CJK>
0x6470	0x6F2F	# <CJK>
0x6471	0x6F36	# <CJK>
0x6472	0x7032	# <CJK>
0x6473	0x6F74	# <CJK>
0x6474	0x6F2A	# <CJK>
0x6475	0x6F09	# <CJK>
0x6476	0x6F29	# <CJK>
0x6477	0x6F89	# <CJK>
0x6478	0x6F8D	# <CJK>
0x6479	0x6F8C	# <CJK>
0x647A	0x6F78	# <CJK>
0x647B	0x6F72	# <CJK>
0x647C	0x6F7C	# <CJK>
0x647D	0x6F7A	# <CJK>
0x647E	0x7028	# <CJK>
0x6521	0x6FC9	# <CJK>
0x6522	0x6FA7	# <CJK>
0x6523	0x6FB9	# <CJK>
0x6524	0x6FB6	# <CJK>
0x6525	0x6FC2	# <CJK>
0x6526	0x6FE1	# <CJK>
0x6527	0x6FEE	# <CJK>
0x6528	0x6FDE	# <CJK>
0x6529	0x6FE0	# <CJK>
0x652A	0x6FEF	# <CJK>
0x652B	0x701A	# <CJK>
0x652C	0x7023	# <CJK>
0x652D	0x701B	# <CJK>
0x652E	0x7039	# <CJK>
0x652F	0x7035	# <CJK>
0x6530	0x705D	# <CJK>
0x6531	0x705E	# <CJK>
0x6532	0x5B80	# <CJK>
0x6533	0x5B84	# <CJK>
0x6534	0x5B95	# <CJK>
0x6535	0x5B93	# <CJK>
0x6536	0x5BA5	# <CJK>
0x6537	0x5BB8	# <CJK>
0x6538	0x752F	# <CJK>
0x6539	0x9A2B	# <CJK>
0x653A	0x6434	# <CJK>
0x653B	0x5BE4	# <CJK>
0x653C	0x5BEE	# <CJK>
0x653D	0x8930	# <CJK>
0x653E	0x5BF0	# <CJK>
0x653F	0x8E47	# <CJK>
0x6540	0x8B07	# <CJK>
0x6541	0x8FB6	# <CJK>
0x6542	0x8FD3	# <CJK>
0x6543	0x8FD5	# <CJK>
0x6544	0x8FE5	# <CJK>
0x6545	0x8FEE	# <CJK>
0x6546	0x8FE4	# <CJK>
0x6547	0x9087	# <CJK>
0x6548	0x8FE6	# <CJK>
0x6549	0x9015	# <CJK>
0x654A	0x8FE8	# <CJK>
0x654B	0x9005	# <CJK>
0x654C	0x9004	# <CJK>
0x654D	0x900B	# <CJK>
0x654E	0x9090	# <CJK>
0x654F	0x9011	# <CJK>
0x6550	0x900D	# <CJK>
0x6551	0x9016	# <CJK>
0x6552	0x9021	# <CJK>
0x6553	0x9035	# <CJK>
0x6554	0x9036	# <CJK>
0x6555	0x902D	# <CJK>
0x6556	0x902F	# <CJK>
0x6557	0x9044	# <CJK>
0x6558	0x9051	# <CJK>
0x6559	0x9052	# <CJK>
0x655A	0x9050	# <CJK>
0x655B	0x9068	# <CJK>
0x655C	0x9058	# <CJK>
0x655D	0x9062	# <CJK>
0x655E	0x905B	# <CJK>
0x655F	0x66B9	# <CJK>
0x6560	0x9074	# <CJK>
0x6561	0x907D	# <CJK>
0x6562	0x9082	# <CJK>
0x6563	0x9088	# <CJK>
0x6564	0x9083	# <CJK>
0x6565	0x908B	# <CJK>
0x6566	0x5F50	# <CJK>
0x6567	0x5F57	# <CJK>
0x6568	0x5F56	# <CJK>
0x6569	0x5F58	# <CJK>
0x656A	0x5C3B	# <CJK>
0x656B	0x54AB	# <CJK>
0x656C	0x5C50	# <CJK>
0x656D	0x5C59	# <CJK>
0x656E	0x5B71	# <CJK>
0x656F	0x5C63	# <CJK>
0x6570	0x5C68	# <CJK>
0x6571	0x7FBC	# <CJK>
0x6572	0x5F33	# <CJK>
0x6573	0x5F29	# <CJK>
0x6574	0x5F2D	# <CJK>
0x6575	0x8274	# <CJK>
0x6576	0x5F3C	# <CJK>
0x6577	0x9B3B	# <CJK>
0x6578	0x5C6E	# <CJK>
0x6579	0x5981	# <CJK>
0x657A	0x5983	# <CJK>
0x657B	0x598D	# <CJK>
0x657C	0x5AF5	# <CJK>
0x657D	0x5AD7	# <CJK>
0x657E	0x59A3	# <CJK>
0x6621	0x5997	# <CJK>
0x6622	0x59CA	# <CJK>
0x6623	0x5B00	# <CJK>
0x6624	0x599E	# <CJK>
0x6625	0x59A4	# <CJK>
0x6626	0x59D2	# <CJK>
0x6627	0x59B2	# <CJK>
0x6628	0x59AF	# <CJK>
0x6629	0x59D7	# <CJK>
0x662A	0x59BE	# <CJK>
0x662B	0x5A6D	# <CJK>
0x662C	0x5B08	# <CJK>
0x662D	0x59DD	# <CJK>
0x662E	0x5B4C	# <CJK>
0x662F	0x59E3	# <CJK>
0x6630	0x59D8	# <CJK>
0x6631	0x59F9	# <CJK>
0x6632	0x5A0C	# <CJK>
0x6633	0x5A09	# <CJK>
0x6634	0x5AA7	# <CJK>
0x6635	0x5AFB	# <CJK>
0x6636	0x5A11	# <CJK>
0x6637	0x5A23	# <CJK>
0x6638	0x5A13	# <CJK>
0x6639	0x5A40	# <CJK>
0x663A	0x5A67	# <CJK>
0x663B	0x5A4A	# <CJK>
0x663C	0x5A55	# <CJK>
0x663D	0x5A3C	# <CJK>
0x663E	0x5A62	# <CJK>
0x663F	0x5B0B	# <CJK>
0x6640	0x80EC	# <CJK>
0x6641	0x5AAA	# <CJK>
0x6642	0x5A9B	# <CJK>
0x6643	0x5A77	# <CJK>
0x6644	0x5A7A	# <CJK>
0x6645	0x5ABE	# <CJK>
0x6646	0x5AEB	# <CJK>
0x6647	0x5AB2	# <CJK>
0x6648	0x5B21	# <CJK>
0x6649	0x5B2A	# <CJK>
0x664A	0x5AB8	# <CJK>
0x664B	0x5AE0	# <CJK>
0x664C	0x5AE3	# <CJK>
0x664D	0x5B19	# <CJK>
0x664E	0x5AD6	# <CJK>
0x664F	0x5AE6	# <CJK>
0x6650	0x5AD8	# <CJK>
0x6651	0x5ADC	# <CJK>
0x6652	0x5B09	# <CJK>
0x6653	0x5B17	# <CJK>
0x6654	0x5B16	# <CJK>
0x6655	0x5B32	# <CJK>
0x6656	0x5B37	# <CJK>
0x6657	0x5B40	# <CJK>
0x6658	0x5C15	# <CJK>
0x6659	0x5C1C	# <CJK>
0x665A	0x5B5A	# <CJK>
0x665B	0x5B65	# <CJK>
0x665C	0x5B73	# <CJK>
0x665D	0x5B51	# <CJK>
0x665E	0x5B53	# <CJK>
0x665F	0x5B62	# <CJK>
0x6660	0x99D4	# <CJK>
0x6661	0x99DF	# <CJK>
0x6662	0x99D9	# <CJK>
0x6663	0x9A36	# <CJK>
0x6664	0x9A5B	# <CJK>
0x6665	0x99D1	# <CJK>
0x6666	0x99D8	# <CJK>
0x6667	0x9A4D	# <CJK>
0x6668	0x9A4A	# <CJK>
0x6669	0x99E2	# <CJK>
0x666A	0x9A6A	# <CJK>
0x666B	0x9A0F	# <CJK>
0x666C	0x9A0D	# <CJK>
0x666D	0x9A05	# <CJK>
0x666E	0x9A42	# <CJK>
0x666F	0x9A2D	# <CJK>
0x6670	0x9A16	# <CJK>
0x6671	0x9A41	# <CJK>
0x6672	0x9A2E	# <CJK>
0x6673	0x9A38	# <CJK>
0x6674	0x9A43	# <CJK>
0x6675	0x9A44	# <CJK>
0x6676	0x9A4F	# <CJK>
0x6677	0x9A65	# <CJK>
0x6678	0x9A64	# <CJK>
0x6679	0x7CF9	# <CJK>
0x667A	0x7D06	# <CJK>
0x667B	0x7D02	# <CJK>
0x667C	0x7D07	# <CJK>
0x667D	0x7D08	# <CJK>
0x667E	0x7E8A	# <CJK>
0x6721	0x7D1C	# <CJK>
0x6722	0x7D15	# <CJK>
0x6723	0x7D13	# <CJK>
0x6724	0x7D3A	# <CJK>
0x6725	0x7D32	# <CJK>
0x6726	0x7D31	# <CJK>
0x6727	0x7E10	# <CJK>
0x6728	0x7D3C	# <CJK>
0x6729	0x7D40	# <CJK>
0x672A	0x7D3F	# <CJK>
0x672B	0x7D5D	# <CJK>
0x672C	0x7D4E	# <CJK>
0x672D	0x7D73	# <CJK>
0x672E	0x7D86	# <CJK>
0x672F	0x7D83	# <CJK>
0x6730	0x7D88	# <CJK>
0x6731	0x7DBE	# <CJK>
0x6732	0x7DBA	# <CJK>
0x6733	0x7DCB	# <CJK>
0x6734	0x7DD4	# <CJK>
0x6735	0x7DC4	# <CJK>
0x6736	0x7D9E	# <CJK>
0x6737	0x7DAC	# <CJK>
0x6738	0x7DB9	# <CJK>
0x6739	0x7DA3	# <CJK>
0x673A	0x7DB0	# <CJK>
0x673B	0x7DC7	# <CJK>
0x673C	0x7DD9	# <CJK>
0x673D	0x7DD7	# <CJK>
0x673E	0x7DF9	# <CJK>
0x673F	0x7DF2	# <CJK>
0x6740	0x7E62	# <CJK>
0x6741	0x7DE6	# <CJK>
0x6742	0x7DF6	# <CJK>
0x6743	0x7DF1	# <CJK>
0x6744	0x7E0B	# <CJK>
0x6745	0x7DE1	# <CJK>
0x6746	0x7E09	# <CJK>
0x6747	0x7E1D	# <CJK>
0x6748	0x7E1F	# <CJK>
0x6749	0x7E1E	# <CJK>
0x674A	0x7E2D	# <CJK>
0x674B	0x7E0A	# <CJK>
0x674C	0x7E11	# <CJK>
0x674D	0x7E7D	# <CJK>
0x674E	0x7E39	# <CJK>
0x674F	0x7E35	# <CJK>
0x6750	0x7E32	# <CJK>
0x6751	0x7E46	# <CJK>
0x6752	0x7E45	# <CJK>
0x6753	0x7E88	# <CJK>
0x6754	0x7E5A	# <CJK>
0x6755	0x7E52	# <CJK>
0x6756	0x7E6E	# <CJK>
0x6757	0x7E7E	# <CJK>
0x6758	0x7E70	# <CJK>
0x6759	0x7E6F	# <CJK>
0x675A	0x7E98	# <CJK>
0x675B	0x5E7A	# <CJK>
0x675C	0x757F	# <CJK>
0x675D	0x5DDB	# <CJK>
0x675E	0x753E	# <CJK>
0x675F	0x9095	# <CJK>
0x6760	0x738E	# <CJK>
0x6761	0x74A3	# <CJK>
0x6762	0x744B	# <CJK>
0x6763	0x73A2	# <CJK>
0x6764	0x739F	# <CJK>
0x6765	0x73CF	# <CJK>
0x6766	0x73C2	# <CJK>
0x6767	0x74CF	# <CJK>
0x6768	0x73B7	# <CJK>
0x6769	0x73B3	# <CJK>
0x676A	0x73C0	# <CJK>
0x676B	0x73C9	# <CJK>
0x676C	0x73C8	# <CJK>
0x676D	0x73E5	# <CJK>
0x676E	0x73D9	# <CJK>
0x676F	0x980A	# <CJK>
0x6770	0x740A	# <CJK>
0x6771	0x73E9	# <CJK>
0x6772	0x73E7	# <CJK>
0x6773	0x73DE	# <CJK>
0x6774	0x74BD	# <CJK>
0x6775	0x743F	# <CJK>
0x6776	0x7489	# <CJK>
0x6777	0x742A	# <CJK>
0x6778	0x745B	# <CJK>
0x6779	0x7426	# <CJK>
0x677A	0x7425	# <CJK>
0x677B	0x7428	# <CJK>
0x677C	0x7430	# <CJK>
0x677D	0x742E	# <CJK>
0x677E	0x742C	# <CJK>
0x6821	0x741B	# <CJK>
0x6822	0x741A	# <CJK>
0x6823	0x7441	# <CJK>
0x6824	0x745C	# <CJK>
0x6825	0x7457	# <CJK>
0x6826	0x7455	# <CJK>
0x6827	0x7459	# <CJK>
0x6828	0x74A6	# <CJK>
0x6829	0x746D	# <CJK>
0x682A	0x747E	# <CJK>
0x682B	0x749C	# <CJK>
0x682C	0x74D4	# <CJK>
0x682D	0x7480	# <CJK>
0x682E	0x7481	# <CJK>
0x682F	0x7487	# <CJK>
0x6830	0x748B	# <CJK>
0x6831	0x749E	# <CJK>
0x6832	0x74A8	# <CJK>
0x6833	0x74A9	# <CJK>
0x6834	0x7490	# <CJK>
0x6835	0x74A7	# <CJK>
0x6836	0x74DA	# <CJK>
0x6837	0x74BA	# <CJK>
0x6838	0x97D9	# <CJK>
0x6839	0x97DE	# <CJK>
0x683A	0x97DC	# <CJK>
0x683B	0x674C	# <CJK>
0x683C	0x6753	# <CJK>
0x683D	0x675E	# <CJK>
0x683E	0x6748	# <CJK>
0x683F	0x69AA	# <CJK>
0x6840	0x6AEA	# <CJK>
0x6841	0x6787	# <CJK>
0x6842	0x676A	# <CJK>
0x6843	0x6773	# <CJK>
0x6844	0x6798	# <CJK>
0x6845	0x6898	# <CJK>
0x6846	0x6775	# <CJK>
0x6847	0x68D6	# <CJK>
0x6848	0x6A05	# <CJK>
0x6849	0x689F	# <CJK>
0x684A	0x678B	# <CJK>
0x684B	0x6777	# <CJK>
0x684C	0x677C	# <CJK>
0x684D	0x67F0	# <CJK>
0x684E	0x6ADB	# <CJK>
0x684F	0x67D8	# <CJK>
0x6850	0x6AF3	# <CJK>
0x6851	0x67E9	# <CJK>
0x6852	0x67B0	# <CJK>
0x6853	0x6AE8	# <CJK>
0x6854	0x67D9	# <CJK>
0x6855	0x67B5	# <CJK>
0x6856	0x67DA	# <CJK>
0x6857	0x67B3	# <CJK>
0x6858	0x67DD	# <CJK>
0x6859	0x6800	# <CJK>
0x685A	0x67C3	# <CJK>
0x685B	0x67B8	# <CJK>
0x685C	0x67E2	# <CJK>
0x685D	0x6ADF	# <CJK>
0x685E	0x67C1	# <CJK>
0x685F	0x6A89	# <CJK>
0x6860	0x6832	# <CJK>
0x6861	0x6833	# <CJK>
0x6862	0x690F	# <CJK>
0x6863	0x6A48	# <CJK>
0x6864	0x684E	# <CJK>
0x6865	0x6968	# <CJK>
0x6866	0x6844	# <CJK>
0x6867	0x69BF	# <CJK>
0x6868	0x6883	# <CJK>
0x6869	0x681D	# <CJK>
0x686A	0x6855	# <CJK>
0x686B	0x6A3A	# <CJK>
0x686C	0x6841	# <CJK>
0x686D	0x6A9C	# <CJK>
0x686E	0x6840	# <CJK>
0x686F	0x6B12	# <CJK>
0x6870	0x684A	# <CJK>
0x6871	0x6849	# <CJK>
0x6872	0x6829	# <CJK>
0x6873	0x68B5	# <CJK>
0x6874	0x688F	# <CJK>
0x6875	0x6874	# <CJK>
0x6876	0x6877	# <CJK>
0x6877	0x6893	# <CJK>
0x6878	0x686B	# <CJK>
0x6879	0x6B1E	# <CJK>
0x687A	0x696E	# <CJK>
0x687B	0x68FC	# <CJK>
0x687C	0x6ADD	# <CJK>
0x687D	0x69E7	# <CJK>
0x687E	0x68F9	# <CJK>
0x6921	0x6B0F	# <CJK>
0x6922	0x68F0	# <CJK>
0x6923	0x690B	# <CJK>
0x6924	0x6901	# <CJK>
0x6925	0x6957	# <CJK>
0x6926	0x68E3	# <CJK>
0x6927	0x6910	# <CJK>
0x6928	0x6971	# <CJK>
0x6929	0x6939	# <CJK>
0x692A	0x6960	# <CJK>
0x692B	0x6942	# <CJK>
0x692C	0x695D	# <CJK>
0x692D	0x6B16	# <CJK>
0x692E	0x696B	# <CJK>
0x692F	0x6980	# <CJK>
0x6930	0x6998	# <CJK>
0x6931	0x6978	# <CJK>
0x6932	0x6934	# <CJK>
0x6933	0x69CC	# <CJK>
0x6934	0x6AEC	# <CJK>
0x6935	0x6ADA	# <CJK>
0x6936	0x69CE	# <CJK>
0x6937	0x6AF8	# <CJK>
0x6938	0x6966	# <CJK>
0x6939	0x6963	# <CJK>
0x693A	0x6979	# <CJK>
0x693B	0x699B	# <CJK>
0x693C	0x69A7	# <CJK>
0x693D	0x69BB	# <CJK>
0x693E	0x69AB	# <CJK>
0x693F	0x69AD	# <CJK>
0x6940	0x69D4	# <CJK>
0x6941	0x69B1	# <CJK>
0x6942	0x69C1	# <CJK>
0x6943	0x69CA	# <CJK>
0x6944	0x6AB3	# <CJK>
0x6945	0x6995	# <CJK>
0x6946	0x6AE7	# <CJK>
0x6947	0x698D	# <CJK>
0x6948	0x69FF	# <CJK>
0x6949	0x6AA3	# <CJK>
0x694A	0x69ED	# <CJK>
0x694B	0x6A17	# <CJK>
0x694C	0x6A18	# <CJK>
0x694D	0x6A65	# <CJK>
0x694E	0x69F2	# <CJK>
0x694F	0x6A44	# <CJK>
0x6950	0x6A3E	# <CJK>
0x6951	0x6AA0	# <CJK>
0x6952	0x6A50	# <CJK>
0x6953	0x6A5B	# <CJK>
0x6954	0x6A35	# <CJK>
0x6955	0x6A8E	# <CJK>
0x6956	0x6AD3	# <CJK>
0x6957	0x6A3D	# <CJK>
0x6958	0x6A28	# <CJK>
0x6959	0x6A58	# <CJK>
0x695A	0x6ADE	# <CJK>
0x695B	0x6A91	# <CJK>
0x695C	0x6A90	# <CJK>
0x695D	0x6AA9	# <CJK>
0x695E	0x6A97	# <CJK>
0x695F	0x6AAB	# <CJK>
0x6960	0x7337	# <CJK>
0x6961	0x7352	# <CJK>
0x6962	0x6B81	# <CJK>
0x6963	0x6B82	# <CJK>
0x6964	0x6BA4	# <CJK>
0x6965	0x6B84	# <CJK>
0x6966	0x6B9E	# <CJK>
0x6967	0x6BAE	# <CJK>
0x6968	0x6B8D	# <CJK>
0x6969	0x6BAB	# <CJK>
0x696A	0x6B9B	# <CJK>
0x696B	0x6BAF	# <CJK>
0x696C	0x6BAA	# <CJK>
0x696D	0x8ED4	# <CJK>
0x696E	0x8EDB	# <CJK>
0x696F	0x8EF2	# <CJK>
0x6970	0x8EFB	# <CJK>
0x6971	0x8F64	# <CJK>
0x6972	0x8EF9	# <CJK>
0x6973	0x8EFC	# <CJK>
0x6974	0x8EEB	# <CJK>
0x6975	0x8EE4	# <CJK>
0x6976	0x8F62	# <CJK>
0x6977	0x8EFA	# <CJK>
0x6978	0x8EFE	# <CJK>
0x6979	0x8F0A	# <CJK>
0x697A	0x8F07	# <CJK>
0x697B	0x8F05	# <CJK>
0x697C	0x8F12	# <CJK>
0x697D	0x8F26	# <CJK>
0x697E	0x8F1E	# <CJK>
0x6A21	0x8F1F	# <CJK>
0x6A22	0x8F1C	# <CJK>
0x6A23	0x8F33	# <CJK>
0x6A24	0x8F46	# <CJK>
0x6A25	0x8F54	# <CJK>
0x6A26	0x8ECE	# <CJK>
0x6A27	0x6214	# <CJK>
0x6A28	0x6227	# <CJK>
0x6A29	0x621B	# <CJK>
0x6A2A	0x621F	# <CJK>
0x6A2B	0x6222	# <CJK>
0x6A2C	0x6221	# <CJK>
0x6A2D	0x6225	# <CJK>
0x6A2E	0x6224	# <CJK>
0x6A2F	0x6229	# <CJK>
0x6A30	0x81E7	# <CJK>
0x6A31	0x750C	# <CJK>
0x6A32	0x74F4	# <CJK>
0x6A33	0x74FF	# <CJK>
0x6A34	0x750F	# <CJK>
0x6A35	0x7511	# <CJK>
0x6A36	0x7513	# <CJK>
0x6A37	0x6534	# <CJK>
0x6A38	0x65EE	# <CJK>
0x6A39	0x65EF	# <CJK>
0x6A3A	0x65F0	# <CJK>
0x6A3B	0x660A	# <CJK>
0x6A3C	0x66C7	# <CJK>
0x6A3D	0x6772	# <CJK>
0x6A3E	0x6603	# <CJK>
0x6A3F	0x6615	# <CJK>
0x6A40	0x6600	# <CJK>
0x6A41	0x7085	# <CJK>
0x6A42	0x66F7	# <CJK>
0x6A43	0x661D	# <CJK>
0x6A44	0x6634	# <CJK>
0x6A45	0x6631	# <CJK>
0x6A46	0x6636	# <CJK>
0x6A47	0x6635	# <CJK>
0x6A48	0x8006	# <CJK>
0x6A49	0x665F	# <CJK>
0x6A4A	0x66C4	# <CJK>
0x6A4B	0x6641	# <CJK>
0x6A4C	0x664F	# <CJK>
0x6A4D	0x6689	# <CJK>
0x6A4E	0x6661	# <CJK>
0x6A4F	0x6657	# <CJK>
0x6A50	0x6677	# <CJK>
0x6A51	0x6684	# <CJK>
0x6A52	0x668C	# <CJK>
0x6A53	0x66D6	# <CJK>
0x6A54	0x669D	# <CJK>
0x6A55	0x66BE	# <CJK>
0x6A56	0x66DB	# <CJK>
0x6A57	0x66DC	# <CJK>
0x6A58	0x66E6	# <CJK>
0x6A59	0x66E9	# <CJK>
0x6A5A	0x8CC1	# <CJK>
0x6A5B	0x8CB0	# <CJK>
0x6A5C	0x8CBA	# <CJK>
0x6A5D	0x8CBD	# <CJK>
0x6A5E	0x8D04	# <CJK>
0x6A5F	0x8CB2	# <CJK>
0x6A60	0x8CC5	# <CJK>
0x6A61	0x8D10	# <CJK>
0x6A62	0x8CD1	# <CJK>
0x6A63	0x8CDA	# <CJK>
0x6A64	0x8CD5	# <CJK>
0x6A65	0x8CEB	# <CJK>
0x6A66	0x8CE7	# <CJK>
0x6A67	0x8CFB	# <CJK>
0x6A68	0x8998	# <CJK>
0x6A69	0x89AC	# <CJK>
0x6A6A	0x89A1	# <CJK>
0x6A6B	0x89BF	# <CJK>
0x6A6C	0x89A6	# <CJK>
0x6A6D	0x89AF	# <CJK>
0x6A6E	0x89B2	# <CJK>
0x6A6F	0x89B7	# <CJK>
0x6A70	0x726E	# <CJK>
0x6A71	0x729F	# <CJK>
0x6A72	0x725D	# <CJK>
0x6A73	0x7266	# <CJK>
0x6A74	0x726F	# <CJK>
0x6A75	0x727E	# <CJK>
0x6A76	0x727F	# <CJK>
0x6A77	0x7284	# <CJK>
0x6A78	0x728B	# <CJK>
0x6A79	0x728D	# <CJK>
0x6A7A	0x728F	# <CJK>
0x6A7B	0x7292	# <CJK>
0x6A7C	0x6308	# <CJK>
0x6A7D	0x6332	# <CJK>
0x6A7E	0x63B0	# <CJK>
0x6B21	0x643F	# <CJK>
0x6B22	0x64D8	# <CJK>
0x6B23	0x8004	# <CJK>
0x6B24	0x6BEA	# <CJK>
0x6B25	0x6BF3	# <CJK>
0x6B26	0x6BFD	# <CJK>
0x6B27	0x6BFF	# <CJK>
0x6B28	0x6BF9	# <CJK>
0x6B29	0x6C05	# <CJK>
